,Unnamed: 0,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,UMAP-0,UMAP-1,UMAP-2
17409,17409,2.0,1470916800.0,1.0,-0.0,-1.0,-1.0,1.0,-2.1752906,1.7792722,1.9371076
27899,27899,3.0,1529524800.0,-0.0,-0.0,0.0,0.0,-0.0,9.888961,7.692583,10.9721155
15911,15911,2.0,1465131600.0,-2.0,-0.0,0.0,-1.0,0.0,5.3076973,10.779781,-5.0140953
28382,28382,3.0,1531317600.0,1.0,0.0,0.0,-1.0,0.0,7.224702,4.95092,11.4467325
1609,1609,0.0,1434157200.0,-1.0,-0.0,1.0,1.0,-1.0,-0.47461712,-3.291445,-1.7596849
963,963,0.0,1406228400.0,-0.0,0.0,0.0,0.0,-6.0,3.046342,13.822288,-3.136328
31710,31710,3.0,1566910800.0,1.0,-0.0,-1.0,-1.0,0.0,-0.12748067,9.237921,0.3548576
36709,36709,4.0,1439798400.0,1.0,1.0,-1.0,2.0,0.0,5.8035197,14.089793,9.677872
21691,21691,3.0,1439784000.0,1.0,-0.0,-1.0,0.0,-0.0,2.101578,2.1614118,1.346894
28907,28907,3.0,1533279600.0,1.0,-0.0,-1.0,1.0,1.0,5.60379,6.198286,2.5970023
14693,14693,2.0,1437955200.0,0.0,-0.0,1.0,-1.0,-0.0,5.5084686,12.614759,-3.2947636
3291,3291,0.0,1441652400.0,-0.0,-0.0,-1.0,1.0,-0.0,-6.4022813,2.5730188,9.078185
799,799,0.0,1405605600.0,0.0,-0.0,-0.0,-1.0,1.0,11.600489,-0.39901638,-4.7431703
24170,24170,3.0,1472209200.0,-0.0,-0.0,-0.0,-1.0,2.0,6.908185,2.3322926,10.38301
38127,38127,5.0,1406304000.0,-6.0,-0.0,-1.0,0.0,-2.0,9.619283,15.987994,3.0533783
8098,8098,1.0,1442163600.0,-0.0,-0.0,-0.0,0.0,-0.0,9.232608,5.9864626,3.5128655
34028,34028,4.0,1405778400.0,0.0,-0.0,-0.0,-1.0,1.0,3.9744794,10.629728,8.924591
37201,37201,5.0,1400677200.0,2.0,-0.0,-2.0,4.0,2.0,4.1643777,11.052312,1.1559721
39054,39054,5.0,1439330400.0,1.0,0.0,2.0,1.0,0.0,12.468039,4.4495535,9.18669
15942,15942,2.0,1465243200.0,-2.0,-0.0,1.0,0.0,0.0,3.16091,-0.3502421,6.6143813
38498,38498,5.0,1435402800.0,-1.0,-0.0,3.0,0.0,0.0,1.0090296,3.4710567,3.9808855
38632,38632,5.0,1435953600.0,0.0,-0.0,0.0,0.0,-0.0,-2.9553816,7.988799,-4.3625574
25493,25493,3.0,1497650400.0,-1.0,-0.0,0.0,-1.0,-1.0,2.9810205,0.0122161275,11.3917885
30475,30475,3.0,1562374800.0,1.0,-0.0,-1.0,2.0,1.0,8.734716,3.8506377,4.18593
9612,9612,1.0,1469206800.0,0.0,-0.0,-0.0,-1.0,-0.0,2.4124477,11.664229,0.6501892
26211,26211,3.0,1500354000.0,1.0,-0.0,0.0,-1.0,-1.0,0.86246026,4.8673735,3.1675596
4915,4915,1.0,1406995200.0,1.0,-0.0,-0.0,-1.0,-0.0,11.584555,0.96392214,2.4441602
17163,17163,2.0,1470020400.0,1.0,-0.0,1.0,-1.0,-1.0,4.0496025,9.999365,11.043707
1222,1222,0.0,1432281600.0,-2.0,-0.0,0.0,-1.0,0.0,5.487811,7.8955874,-4.1006584
16467,16467,2.0,1467241200.0,0.0,-0.0,-0.0,-1.0,-1.0,2.1162329,2.3762944,9.800636
1154,1154,0.0,1407160800.0,1.0,0.0,-1.0,-0.0,-8.0,3.3421826,-1.4230611,6.2839985
17658,17658,2.0,1471845600.0,-0.0,-0.0,1.0,1.0,-0.0,0.306041,4.669212,10.034775
25046,25046,3.0,1496016000.0,-2.0,-0.0,0.0,-1.0,0.0,-0.38243788,1.9314293,12.470318
30281,30281,3.0,1561672800.0,-1.0,-0.0,0.0,0.0,-1.0,7.346236,0.3820149,3.2843673
12172,12172,2.0,1405843200.0,-0.0,-0.0,-1.0,1.0,1.0,-7.390096,2.4322667,4.3145647
25881,25881,3.0,1499137200.0,0.0,-0.0,0.0,-1.0,0.0,6.301071,4.605881,0.12883101
28188,28188,3.0,1530608400.0,0.0,-0.0,-0.0,0.0,1.0,9.364891,6.340752,10.728222
34647,34647,4.0,1408035600.0,1.0,0.0,1.0,0.0,-1.0,6.5686107,7.8892784,-6.9101477
16874,16874,2.0,1468969200.0,1.0,-0.0,1.0,-1.0,0.0,9.412144,8.592213,5.9557805
33045,33045,3.0,1629554400.0,1.0,-0.0,1.0,-1.0,1.0,0.34351996,4.770105,1.3371574
12226,12226,2.0,1406037600.0,-1.0,-0.0,-1.0,0.0,1.0,15.468924,1.81978,10.267891
22233,22233,3.0,1464325200.0,-2.0,-0.0,-1.0,4.0,2.0,9.058578,-0.024138216,10.397992
232,232,0.0,1403413200.0,-0.0,-0.0,-0.0,-1.0,0.0,5.741111,15.214861,8.241258
11244,11244,2.0,1402362000.0,-1.0,1.0,1.0,-1.0,0.0,4.890857,3.8299046,0.65468365
36968,36968,4.0,1440820800.0,-2.0,-0.0,0.0,-1.0,-0.0,7.7122865,7.138552,-4.6899834
8023,8023,1.0,1441890000.0,0.0,-0.0,-0.0,-1.0,-0.0,-1.4765977,3.7979224,8.668975
32034,32034,3.0,1568084400.0,-0.0,-0.0,-0.0,-1.0,-1.0,1.7176237,6.218638,2.0152938
4279,4279,1.0,1404568800.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.4028304,12.021592,1.2117338
3016,3016,0.0,1440406800.0,-2.0,-0.0,-1.0,1.0,0.0,0.8126732,10.523104,-3.042679
22809,22809,3.0,1466532000.0,0.0,-0.0,-0.0,0.0,-0.0,9.780112,11.965987,3.4030027
27130,27130,3.0,1503792000.0,1.0,-0.0,0.0,-1.0,1.0,-1.4408767,7.9388385,6.8540745
7926,7926,1.0,1441540800.0,0.0,-0.0,-1.0,-1.0,-0.0,3.0684087,8.33017,11.97223
71,71,0.0,1402826400.0,-1.0,-0.0,-0.0,-1.0,1.0,2.492647,-6.630709,5.0708866
31748,31748,3.0,1567047600.0,-0.0,-0.0,-1.0,1.0,0.0,1.1435072,10.118548,1.122241
12764,12764,2.0,1407996000.0,1.0,0.0,3.0,0.0,-0.0,5.202315,13.019679,12.526958
8394,8394,1.0,1443272400.0,0.0,-0.0,1.0,-1.0,-1.0,13.301361,7.3568015,4.777249
12660,12660,2.0,1407614400.0,1.0,0.0,2.0,-1.0,-0.0,6.372776,-3.3629696,-3.2489097
9710,9710,1.0,1469566800.0,1.0,-0.0,-1.0,-1.0,-0.0,5.180873,9.591621,6.8032193
25487,25487,3.0,1497628800.0,-0.0,-0.0,0.0,-1.0,-1.0,2.8827689,-0.4351222,11.600215
26183,26183,3.0,1500253200.0,0.0,0.0,0.0,-1.0,-1.0,6.6414676,2.5849497,1.3310021
28946,28946,3.0,1533420000.0,1.0,-0.0,-0.0,-1.0,1.0,3.9127445,7.1403346,2.9313424
5469,5469,1.0,1409072400.0,2.0,-0.0,-0.0,0.0,-2.0,12.127847,12.249167,2.52118
2091,2091,0.0,1436310000.0,-0.0,0.0,3.0,2.0,0.0,9.129847,4.1687875,10.177175
23538,23538,3.0,1469779200.0,1.0,-0.0,0.0,1.0,1.0,6.1580515,9.558647,4.456599
4348,4348,1.0,1404874800.0,-1.0,-0.0,-1.0,-1.0,2.0,-2.727539,-2.0455182,2.65508
17329,17329,2.0,1470628800.0,1.0,-0.0,2.0,0.0,1.0,5.0715814,2.4287443,2.154967
28104,28104,3.0,1530295200.0,0.0,-0.0,-0.0,0.0,3.0,9.29437,5.9265485,7.540518
36950,36950,4.0,1440756000.0,-2.0,-0.0,1.0,0.0,-0.0,1.096498,10.503805,-4.566092
3634,3634,1.0,1402218000.0,-0.0,-0.0,1.0,1.0,0.0,7.3410363,-2.791923,7.298045
5253,5253,1.0,1408240800.0,1.0,-0.0,-1.0,-1.0,-1.0,-3.630993,4.833495,11.780072
8001,8001,1.0,1441810800.0,-0.0,-0.0,0.0,1.0,-0.0,8.729767,2.5493326,8.2009735
13074,13074,2.0,1409173200.0,1.0,-0.0,2.0,-1.0,-1.0,5.514909,5.9932685,13.807236
1512,1512,0.0,1433736000.0,-2.0,-0.0,-1.0,1.0,-0.0,-0.0514056,14.201748,4.308091
35450,35450,4.0,1433880000.0,-1.0,-0.0,-1.0,0.0,-1.0,10.2890415,11.844705,-3.011277
3702,3702,1.0,1402462800.0,-1.0,-0.0,0.0,0.0,0.0,8.117856,2.609045,-3.754329
33895,33895,4.0,1405274400.0,-1.0,-0.0,-0.0,2.0,1.0,4.070066,9.826513,-5.9030876
37374,37374,5.0,1403258400.0,-1.0,-0.0,-0.0,-1.0,0.0,0.090526894,-0.47868672,1.0719005
23312,23312,3.0,1468807200.0,0.0,-0.0,-1.0,3.0,0.0,3.9725566,4.258988,6.666395
33023,33023,3.0,1629475200.0,2.0,4.0,0.0,-1.0,1.0,1.9510916,4.172648,4.3461585
238,238,0.0,1403434800.0,-0.0,-0.0,-1.0,0.0,0.0,12.948883,9.267501,7.6248813
21136,21136,3.0,1437523200.0,0.0,-0.0,-1.0,0.0,-1.0,1.8562677,2.9985068,2.627393
14844,14844,2.0,1438632000.0,1.0,-0.0,1.0,-1.0,-1.0,9.808873,14.288157,4.654709
22715,22715,3.0,1466179200.0,0.0,-0.0,1.0,-1.0,-0.0,9.456755,-2.4214451,3.9528127
15704,15704,2.0,1464328800.0,-2.0,-0.0,-1.0,3.0,2.0,9.082853,0.21308035,10.228765
5820,5820,1.0,1433343600.0,-1.0,-0.0,-0.0,-1.0,-0.0,14.457955,3.8145876,0.6003705
18127,18127,2.0,1473570000.0,0.0,-0.0,3.0,3.0,-2.0,9.726956,12.873047,6.6563005
1110,1110,0.0,1406998800.0,1.0,-0.0,-0.0,-0.0,-6.0,-5.6596413,7.211369,3.0739586
7582,7582,1.0,1440147600.0,-1.0,-0.0,-1.0,-1.0,1.0,9.732482,-2.3228526,0.06980001
38020,38020,5.0,1405897200.0,0.0,-0.0,-1.0,3.0,0.0,7.7007513,1.8349397,7.7004333
1453,1453,0.0,1433466000.0,-2.0,-0.0,-1.0,2.0,-0.0,3.6319005,15.866838,0.9575629
8477,8477,1.0,1443574800.0,-0.0,1.0,2.0,3.0,-2.0,12.666614,3.6743696,2.550499
10144,10144,1.0,1471417200.0,1.0,-0.0,-1.0,0.0,1.0,10.1219845,-0.8987608,4.0838394
34711,34711,4.0,1408284000.0,1.0,0.0,2.0,0.0,-1.0,10.302024,-5.8067956,9.772504
27380,27380,3.0,1504717200.0,0.0,0.0,0.0,-1.0,-0.0,-0.37573376,6.0431166,10.968187
37698,37698,5.0,1404547200.0,-0.0,-0.0,-1.0,2.0,-2.0,2.399064,4.3035736,11.617195
26155,26155,3.0,1500138000.0,0.0,-0.0,0.0,-1.0,-1.0,6.6333904,2.2033823,4.342564
26502,26502,3.0,1501430400.0,2.0,-0.0,0.0,-1.0,0.0,4.103665,0.71713465,-0.8662799
2783,2783,0.0,1439323200.0,2.0,-0.0,1.0,0.0,-1.0,3.8143592,3.6618192,16.299526
34224,34224,4.0,1406494800.0,-0.0,-0.0,1.0,0.0,0.0,3.2917304,-4.250056,7.4690185
34774,34774,4.0,1408554000.0,1.0,-0.0,-1.0,3.0,-1.0,-4.8190002,-1.4252791,6.3073535
11259,11259,2.0,1402416000.0,-1.0,1.0,2.0,-1.0,0.0,6.3501925,10.959306,-2.1454117
28430,28430,3.0,1531490400.0,1.0,-0.0,-0.0,-1.0,0.0,5.586975,7.372016,10.617613
3794,3794,1.0,1402794000.0,-0.0,-0.0,-1.0,-1.0,-0.0,-3.872322,6.298813,-0.073354736
15870,15870,2.0,1464962400.0,-1.0,-0.0,-1.0,2.0,1.0,3.498033,-0.07515035,7.7050257
38880,38880,5.0,1436886000.0,0.0,-0.0,0.0,-1.0,-1.0,3.4951332,-0.19468626,4.7356277
26114,26114,3.0,1499986800.0,0.0,-0.0,0.0,-1.0,-1.0,1.9878309,4.8666296,7.1327796
32535,32535,3.0,1624888800.0,-0.0,-0.0,-0.0,1.0,0.0,1.8874795,1.2439955,7.0252438
18343,18343,3.0,1402531200.0,-1.0,0.0,-0.0,0.0,1.0,5.632304,11.616641,3.7027688
28284,28284,3.0,1530957600.0,-0.0,-0.0,0.0,1.0,1.0,11.70662,6.1851583,10.85729
18888,18888,3.0,1404522000.0,-1.0,-0.0,-1.0,-1.0,-1.0,6.7272625,5.603447,-2.6352012
19862,19862,3.0,1408179600.0,1.0,-0.0,-0.0,-1.0,-1.0,5.2862153,1.2454003,-6.2940087
21494,21494,3.0,1439028000.0,1.0,-0.0,-0.0,-1.0,0.0,5.0233836,15.737307,4.8833866
26612,26612,3.0,1501837200.0,1.0,-0.0,0.0,-1.0,0.0,4.999085,0.7592297,-0.07959347
13250,13250,2.0,1432321200.0,-2.0,-0.0,1.0,-1.0,1.0,-1.7460301,1.0272751,6.378163
21787,21787,3.0,1440140400.0,-1.0,-0.0,-1.0,1.0,-0.0,6.8752723,-2.9200366,6.824709
9201,9201,1.0,1467630000.0,1.0,-0.0,0.0,-1.0,1.0,12.03881,0.55012006,8.821759
7245,7245,1.0,1438916400.0,1.0,-0.0,0.0,-1.0,-1.0,10.101662,13.9644985,0.69450545
7588,7588,1.0,1440241200.0,-1.0,-0.0,-1.0,-1.0,1.0,9.2406645,12.733093,7.926496
17367,17367,2.0,1470765600.0,2.0,-0.0,-0.0,2.0,1.0,-4.307079,7.743587,5.1899767
21259,21259,3.0,1437994800.0,1.0,-0.0,-1.0,-1.0,1.0,-2.9949422,3.7885644,12.716047
35448,35448,4.0,1433872800.0,-1.0,-0.0,-0.0,0.0,-1.0,10.087013,6.333019,15.471371
13428,13428,2.0,1433102400.0,-3.0,4.0,4.0,1.0,-0.0,8.4588175,5.281953,5.789694
22629,22629,3.0,1465866000.0,-0.0,-0.0,-0.0,-1.0,-0.0,6.3814178,9.600005,-1.960163
29100,29100,3.0,1534006800.0,2.0,-0.0,-0.0,-1.0,-0.0,3.201548,5.4107714,2.8433237
25721,25721,3.0,1498554000.0,-1.0,-0.0,0.0,-1.0,1.0,3.6333916,6.613524,6.94147
23468,23468,3.0,1469520000.0,1.0,-0.0,-2.0,1.0,-1.0,11.122977,9.040139,2.859084
39496,39496,5.0,1441184400.0,-0.0,-0.0,-1.0,4.0,2.0,0.979921,4.387126,-3.9150512
25359,25359,3.0,1497164400.0,-1.0,-0.0,0.0,-1.0,-1.0,2.9884334,-0.9409316,8.985506
20044,20044,3.0,1408885200.0,1.0,1.0,0.0,-1.0,-2.0,-1.1365231,-2.5922947,7.9345675
11599,11599,2.0,1403654400.0,-0.0,-0.0,-1.0,3.0,-0.0,8.928532,12.297558,12.236058
34573,34573,4.0,1407762000.0,1.0,0.0,1.0,0.0,-0.0,6.5744762,2.2963748,-4.628946
19958,19958,3.0,1408572000.0,1.0,0.0,-0.0,-1.0,-1.0,-0.6666073,7.492409,-3.8868976
15013,15013,2.0,1439269200.0,1.0,-0.0,1.0,-1.0,-1.0,-0.9793067,2.1825914,-2.0838094
10374,10374,1.0,1472277600.0,0.0,-0.0,1.0,0.0,0.0,8.955279,8.3546095,7.4108567
26276,26276,3.0,1500588000.0,1.0,-0.0,0.0,-1.0,3.0,5.9819264,6.2574053,4.2067456
16834,16834,2.0,1468825200.0,-1.0,-0.0,-1.0,2.0,0.0,7.3131604,6.124431,-2.194539
18620,18620,3.0,1403535600.0,-0.0,-0.0,-1.0,-1.0,-0.0,2.1981175,0.860577,-6.5158215
27286,27286,3.0,1504371600.0,1.0,0.0,0.0,-1.0,-0.0,1.5147578,9.737582,7.9290166
7188,7188,1.0,1438686000.0,1.0,-0.0,-1.0,-1.0,-0.0,0.8633885,7.9800777,-4.651676
23644,23644,3.0,1470164400.0,2.0,-0.0,-0.0,-1.0,1.0,5.1541076,6.1456547,10.336104
4468,4468,1.0,1405328400.0,-1.0,-0.0,-1.0,-1.0,1.0,10.749491,3.0383244,4.8235054
23376,23376,3.0,1469037600.0,1.0,-0.0,-1.0,-1.0,-0.0,4.4946227,7.503336,2.3595872
24083,24083,3.0,1471784400.0,0.0,-0.0,0.0,0.0,-1.0,2.2139373,-1.0358708,0.75105995
15416,15416,2.0,1440824400.0,-2.0,-0.0,0.0,-1.0,0.0,-4.5341907,9.067516,7.2670207
38238,38238,5.0,1434387600.0,-1.0,-0.0,-1.0,-1.0,1.0,15.327062,3.5113382,0.69253284
17364,17364,2.0,1470754800.0,1.0,-0.0,-0.0,-1.0,1.0,-4.2303014,7.650347,4.817842
35206,35206,4.0,1432958400.0,-2.0,-0.0,-1.0,-1.0,-0.0,12.92054,8.903623,-2.3948183
7592,7592,1.0,1440259200.0,-0.0,-0.0,0.0,-1.0,1.0,-1.782146,-0.5516614,1.250914
18601,18601,3.0,1403467200.0,-0.0,-0.0,-0.0,-1.0,-0.0,3.6853962,0.687783,2.400449
33922,33922,4.0,1405371600.0,-1.0,-0.0,-1.0,-1.0,1.0,2.1538846,2.6920593,14.98537
38154,38154,5.0,1434085200.0,-1.0,-0.0,1.0,0.0,2.0,-1.3225868,-0.5838603,5.902896
2286,2286,0.0,1437145200.0,1.0,-0.0,-1.0,-1.0,-0.0,9.81743,-3.8792434,2.1054418
29804,29804,3.0,1559948400.0,-1.0,-0.0,1.0,0.0,-1.0,9.171396,0.7729466,2.272695
18477,18477,3.0,1403013600.0,0.0,-0.0,-0.0,-1.0,0.0,-1.8435618,-2.7457232,6.8066297
24984,24984,3.0,1495782000.0,-2.0,0.0,0.0,-1.0,0.0,0.5981074,-2.7359233,10.821093
31061,31061,3.0,1564567200.0,0.0,-0.0,2.0,1.0,0.0,-1.8515729,7.6419005,1.8555475
15542,15542,2.0,1441350000.0,-1.0,-0.0,1.0,0.0,0.0,12.612402,13.030583,0.51123893
11834,11834,2.0,1404514800.0,-0.0,-0.0,-0.0,-1.0,-1.0,-4.8232713,5.0165834,8.238235
2170,2170,0.0,1436662800.0,-0.0,-0.0,-1.0,2.0,0.0,10.86783,3.167096,-2.3627605
27141,27141,3.0,1503838800.0,1.0,-0.0,0.0,-1.0,1.0,0.023379482,7.256042,6.9755664
28368,28368,3.0,1531267200.0,1.0,-0.0,0.0,-1.0,0.0,7.989393,6.5664144,11.309596
12456,12456,2.0,1406872800.0,-0.0,-0.0,-1.0,3.0,0.0,11.984939,13.314313,2.1446955
11976,11976,2.0,1405094400.0,-1.0,-0.0,0.0,-1.0,2.0,2.7042599,11.980116,5.909727
4743,4743,1.0,1406372400.0,-1.0,-0.0,-1.0,-1.0,0.0,-6.7062225,4.1950855,0.22570367
27691,27691,3.0,1528750800.0,-1.0,-0.0,0.0,0.0,0.0,11.544507,9.807458,10.615342
34530,34530,4.0,1407607200.0,1.0,0.0,1.0,0.0,-0.0,6.754207,-4.097736,9.759846
8797,8797,1.0,1466028000.0,0.0,-0.0,-1.0,-1.0,-0.0,10.114277,5.882303,6.829136
18577,18577,3.0,1403380800.0,-0.0,-0.0,0.0,-1.0,0.0,10.413509,7.544716,10.784672
11887,11887,2.0,1404705600.0,-1.0,-0.0,-1.0,3.0,-1.0,9.44636,7.4571033,-3.4172895
21417,21417,3.0,1438722000.0,1.0,-0.0,-0.0,-1.0,1.0,7.8415475,8.816734,-3.743894
15169,15169,2.0,1439845200.0,0.0,-0.0,-1.0,-1.0,1.0,14.921675,4.736756,10.891192
15999,15999,2.0,1465459200.0,-1.0,-0.0,0.0,1.0,0.0,10.850592,7.8340077,1.3846328
39757,39757,5.0,1442214000.0,-0.0,-0.0,-1.0,0.0,1.0,8.114829,7.2927237,4.353035
24986,24986,3.0,1495789200.0,-2.0,0.0,0.0,-1.0,0.0,0.6985756,-2.7168481,10.690616
32210,32210,3.0,1594216800.0,2.0,-0.0,-1.0,-1.0,0.0,1.6308912,3.660312,7.0554967
18497,18497,3.0,1403085600.0,-0.0,-0.0,0.0,-1.0,0.0,-1.0155854,1.0150285,5.8630505
5154,5154,1.0,1407866400.0,1.0,-0.0,1.0,3.0,-0.0,2.105516,11.496175,11.513103
36534,36534,4.0,1439157600.0,1.0,0.0,-1.0,-1.0,1.0,7.718829,5.38122,-3.2122376
8449,8449,1.0,1443474000.0,0.0,-0.0,-1.0,0.0,-1.0,11.775344,4.9857025,4.411385
28500,28500,3.0,1531753200.0,1.0,-0.0,-0.0,0.0,-0.0,6.8170023,7.054562,8.306189
4423,4423,1.0,1405162800.0,-0.0,-0.0,-1.0,0.0,1.0,-2.5626128,-3.568214,6.9387217
27261,27261,3.0,1504281600.0,1.0,0.0,0.0,-1.0,0.0,0.25400886,9.440915,7.8336353
3543,3543,1.0,1401886800.0,-0.0,-0.0,1.0,0.0,1.0,8.141305,11.544578,4.090272
8045,8045,1.0,1441969200.0,-0.0,-0.0,0.0,-1.0,-0.0,-2.0746014,-0.00318664,2.8050256
8919,8919,1.0,1466470800.0,0.0,-0.0,-1.0,-1.0,-1.0,3.6093476,6.175997,4.8784804
26447,26447,3.0,1501225200.0,1.0,-0.0,0.0,-1.0,1.0,2.1182635,2.3460152,-3.3310504
18896,18896,3.0,1404550800.0,-1.0,-0.0,-0.0,-1.0,-1.0,2.3051085,-1.7723053,13.265864
29553,29553,3.0,1559005200.0,-2.0,-0.0,-1.0,2.0,0.0,10.63653,-1.1071105,2.0115376
346,346,0.0,1403834400.0,0.0,-0.0,0.0,0.0,0.0,9.777504,8.527292,8.307328
27905,27905,3.0,1529546400.0,-0.0,-0.0,0.0,0.0,-0.0,10.028213,7.2295175,10.177345
3550,3550,1.0,1401915600.0,-0.0,-0.0,0.0,-1.0,0.0,8.47012,12.276962,2.9994833
39253,39253,5.0,1440154800.0,-1.0,-0.0,-0.0,0.0,-1.0,3.157666,-3.0681343,3.6986284
26589,26589,3.0,1501754400.0,1.0,-0.0,0.0,-1.0,0.0,6.29331,0.9987719,-1.7760171
14821,14821,2.0,1438549200.0,1.0,-0.0,-1.0,0.0,-1.0,9.167728,-5.3165154,0.9826029
5056,5056,1.0,1407510000.0,1.0,-0.0,0.0,-1.0,-0.0,1.9091172,5.5124717,2.9498131
11619,11619,2.0,1403730000.0,-0.0,-0.0,2.0,0.0,-0.0,-2.665152,2.924241,-1.7403471
31080,31080,3.0,1564635600.0,0.0,-0.0,0.0,-1.0,0.0,-1.7583998,9.398836,0.3600623
36674,36674,4.0,1439668800.0,1.0,1.0,-0.0,1.0,0.0,11.208762,-1.7326235,5.8792276
23143,23143,3.0,1468116000.0,1.0,-0.0,0.0,1.0,1.0,11.247391,9.098074,-0.32558015
18780,18780,3.0,1404122400.0,0.0,-0.0,-1.0,0.0,-0.0,-4.472191,2.7981646,0.63240844
4115,4115,1.0,1403967600.0,0.0,-0.0,0.0,-1.0,-1.0,6.357688,1.3662947,-7.17366
33715,33715,4.0,1404550800.0,-1.0,-0.0,-0.0,-1.0,-0.0,2.33941,-1.7727952,13.314638
33497,33497,4.0,1403744400.0,-0.0,-0.0,1.0,0.0,0.0,8.865634,6.85563,15.121228
29904,29904,3.0,1560308400.0,-1.0,-0.0,-1.0,0.0,2.0,9.639304,3.084377,0.3444444
20104,20104,3.0,1409101200.0,1.0,0.0,-0.0,0.0,-2.0,0.9421238,8.7822895,11.752923
10578,10578,1.0,1473044400.0,1.0,-0.0,1.0,-1.0,-0.0,5.4903073,5.0096893,-5.392432
33280,33280,4.0,1402945200.0,-1.0,-0.0,-0.0,-1.0,1.0,-5.2981567,9.4541,0.45943567
16546,16546,2.0,1467684000.0,1.0,-0.0,-0.0,-1.0,-1.0,-0.7201525,10.422189,5.94901
31605,31605,3.0,1566532800.0,1.0,-0.0,1.0,0.0,1.0,3.2515383,7.3840604,0.20205681
31418,31418,3.0,1565852400.0,1.0,-0.0,2.0,1.0,-1.0,3.6434002,8.171527,-1.7572006
10653,10653,1.0,1473314400.0,1.0,-0.0,-1.0,-1.0,-1.0,3.9382102,-2.1372826,7.295005
8909,8909,1.0,1466434800.0,0.0,-0.0,-1.0,-1.0,-1.0,3.0934956,8.135092,4.5718513
2640,2640,0.0,1438725600.0,1.0,-0.0,-0.0,-1.0,-1.0,15.797807,5.701304,7.327347
23071,23071,3.0,1467676800.0,1.0,-0.0,-1.0,-1.0,-1.0,-0.10982456,10.16721,6.0540395
32400,32400,3.0,1624395600.0,0.0,-0.0,-0.0,1.0,2.0,5.457158,0.43870687,9.78868
31580,31580,3.0,1566442800.0,1.0,-0.0,0.0,-1.0,1.0,3.9480274,8.749372,2.337604
38891,38891,5.0,1438718400.0,1.0,-0.0,-0.0,-1.0,1.0,3.5261111,5.095276,12.347304
28362,28362,3.0,1531245600.0,1.0,-0.0,1.0,-1.0,0.0,7.810195,7.0074816,11.889229
2239,2239,0.0,1436958000.0,-0.0,0.0,3.0,1.0,-0.0,-5.964964,7.033075,8.179469
616,616,0.0,1404885600.0,-1.0,-0.0,-1.0,0.0,2.0,-1.7645947,1.901548,7.994271
4742,4742,1.0,1406368800.0,-1.0,-0.0,-1.0,-1.0,0.0,11.315411,4.122796,-4.9640703
5287,5287,1.0,1408366800.0,1.0,-0.0,-1.0,1.0,-1.0,1.0055401,14.555176,7.880083
14188,14188,2.0,1436086800.0,-0.0,-0.0,-1.0,1.0,1.0,6.964948,6.843852,-6.4077945
3359,3359,0.0,1441926000.0,0.0,-0.0,-1.0,-1.0,-0.0,6.459987,10.493075,11.629572
3964,3964,1.0,1403413200.0,-0.0,-0.0,-1.0,-1.0,-0.0,5.79008,15.228523,8.246118
11606,11606,2.0,1403679600.0,-0.0,-0.0,1.0,-1.0,-0.0,3.7736418,-4.7684383,1.4718543
17560,17560,2.0,1471464000.0,2.0,-0.0,-1.0,1.0,0.0,6.1822815,4.081792,9.160966
11381,11381,2.0,1402855200.0,-0.0,-0.0,-0.0,2.0,0.0,-4.22886,0.2853783,11.141643
19790,19790,3.0,1407902400.0,1.0,7.0,1.0,2.0,-1.0,4.7280354,12.776747,6.6454716
25815,25815,3.0,1498892400.0,-0.0,-0.0,0.0,-1.0,0.0,8.1909685,2.8710847,2.3586028
20739,20739,3.0,1436043600.0,0.0,-0.0,-0.0,-1.0,-0.0,-5.34587,3.0653028,7.743839
28491,28491,3.0,1531720800.0,1.0,-0.0,-1.0,1.0,-0.0,5.7112694,7.3325357,8.545684
17037,17037,2.0,1469563200.0,1.0,-0.0,-1.0,1.0,-0.0,1.350436,12.47431,4.074928
22844,22844,3.0,1466661600.0,0.0,-0.0,-1.0,-1.0,-0.0,7.9664073,-1.9012104,-1.4569658
30249,30249,3.0,1561557600.0,-1.0,-0.0,-0.0,-1.0,-0.0,10.184076,-1.2322073,2.1392155
25105,25105,3.0,1496228400.0,-1.0,-0.0,0.0,-1.0,0.0,2.350777,-1.7509687,9.939006
17095,17095,2.0,1469772000.0,0.0,-0.0,2.0,0.0,-1.0,6.2359815,10.05004,4.233061
31647,31647,3.0,1566684000.0,1.0,-0.0,1.0,0.0,1.0,2.6546767,9.154412,1.464918
30865,30865,3.0,1563858000.0,0.0,-0.0,0.0,0.0,-1.0,1.367381,11.853866,2.8422787
30083,30083,3.0,1560956400.0,-1.0,-0.0,0.0,-1.0,0.0,9.262427,1.6285644,4.280181
39680,39680,5.0,1441897200.0,0.0,-0.0,1.0,-1.0,1.0,-1.4609027,3.2772138,8.772523
17809,17809,2.0,1472396400.0,0.0,-0.0,1.0,-1.0,-1.0,3.4829488,8.1464615,6.4412475
2855,2855,0.0,1439625600.0,1.0,-0.0,-1.0,0.0,2.0,2.875827,-4.9098754,-0.13691269
3378,3378,1.0,1401285600.0,-1.0,-0.0,0.0,0.0,1.0,4.275787,11.101057,1.2313368
